Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (approved),Curricular units 2nd sem (approved),Unemployment rate,Inflation rate,GDP,Target
1,12,1,3,0,1,1,22,9,10,11,0,0,0,1,0,0,27,5,6,11.1,0.6,2.02,Graduate
1,1,1,12,1,1,1,13,1,5,5,0,0,0,1,0,0,18,8,8,9.4,-0.8,-3.12,Graduate
1,4,1,3,0,15,1,13,1,6,11,1,0,1,0,0,0,23,11,8,13.9,-0.3,0.79,Dropout
1,1,6,12,1,1,1,23,27,6,7,1,0,0,1,0,1,19,6,6,7.6,2.6,0.32,Graduate
1,1,1,9,1,1,1,22,28,4,4,0,0,0,1,0,0,18,5,5,15.5,2.8,-4.06,Graduate
1,14,1,12,1,1,1,1,14,10,9,1,0,0,1,0,0,20,7,8,13.9,-0.3,0.79,Graduate
1,1,2,14,1,1,1,13,14,10,10,1,0,0,1,0,0,18,4,5,12.4,0.5,1.79,Graduate
1,1,1,12,1,1,1,1,1,5,5,1,0,0,1,0,1,19,8,8,9.4,-0.8,-3.12,Graduate
1,15,1,10,1,14,1,13,14,9,9,1,0,0,1,0,1,19,6,6,12.4,0.5,1.79,Graduate
1,1,1,6,1,1,1,3,3,2,12,0,0,0,1,0,0,18,4,5,7.6,2.6,0.32,Graduate
1,1,1,10,1,1,1,22,27,10,6,0,0,0,1,0,0,18,5,6,9.4,-0.8,-3.12,Graduate
1,1,2,15,1,1,1,13,14,5,8,1,0,0,1,0,0,18,6,6,11.1,0.6,2.02,Graduate
1,2,1,16,1,1,1,13,28,10,10,0,0,0,0,0,0,28,11,8,15.5,2.8,-4.06,Dropout
1,8,1,11,1,1,1,22,27,6,10,1,0,0,1,0,0,19,4,1,7.6,2.6,0.32,Dropout
1,14,1,2,1,1,1,3,1,3,4,1,0,1,1,0,0,20,0,0,13.9,-0.3,0.79,Dropout
1,1,2,12,1,1,1,1,27,5,10,1,0,0,1,0,1,19,6,7,12.4,0.5,1.79,Graduate
1,1,1,5,1,1,1,1,14,5,1,0,1,0,1,0,1,20,6,6,11.1,0.6,2.02,Graduate
1,1,2,11,1,1,1,13,14,10,10,1,0,0,1,0,1,19,5,5,12.4,0.5,1.79,Graduate
1,1,1,16,1,1,1,1,14,10,5,1,0,0,1,0,1,19,7,7,11.1,0.6,2.02,Graduate
1,1,2,5,1,1,1,13,1,10,4,1,0,0,1,0,1,18,6,6,13.9,-0.3,0.79,Graduate
1,8,2,8,1,1,1,3,1,3,2,0,0,0,1,0,0,19,0,0,15.5,2.8,-4.06,Dropout
1,8,1,14,1,1,1,10,28,10,6,0,0,0,1,0,1,19,6,6,8.9,1.4,3.51,Graduate
1,1,1,15,1,1,1,23,14,18,16,0,0,1,1,0,0,20,5,6,16.2,0.3,-0.92,Graduate
1,8,1,8,1,1,1,1,1,5,6,0,0,0,1,0,0,18,4,5,7.6,2.6,0.32,Graduate
1,8,3,15,1,1,1,13,14,6,9,0,0,0,1,0,0,18,0,0,8.9,1.4,3.51,Dropout
1,8,3,10,1,1,1,22,28,1,8,1,0,0,1,0,0,18,5,6,7.6,2.6,0.32,Graduate
1,9,4,15,1,1,1,13,14,5,5,1,0,0,1,0,0,20,5,6,15.5,2.8,-4.06,Dropout
1,8,3,12,1,1,1,13,1,10,10,1,0,0,1,0,1,19,7,8,12.4,0.5,1.79,Graduate
1,1,1,16,1,1,1,22,27,10,10,1,0,1,0,0,0,21,3,3,15.5,2.8,-4.06,Dropout
1,8,1,14,1,3,1,10,3,6,9,1,0,1,0,0,0,20,0,0,10.8,1.4,1.74,Dropout
1,1,1,11,1,1,1,22,28,10,10,1,0,0,1,0,0,18,5,4,9.4,-0.8,-3.12,Graduate
1,1,1,15,1,1,1,1,4,6,4,0,0,0,1,0,1,20,6,6,10.8,1.4,1.74,Graduate
1,1,2,12,1,1,1,13,27,2,10,1,0,0,1,0,1,19,8,8,9.4,-0.8,-3.12,Graduate
1,1,1,6,1,6,1,13,14,10,10,1,0,0,1,0,0,22,4,5,9.4,-0.8,-3.12,Dropout
1,8,1,8,1,1,1,13,14,10,10,1,0,0,0,0,0,22,0,0,9.4,-0.8,-3.12,Dropout
1,1,1,10,1,1,1,13,14,1,6,1,0,0,1,0,0,19,2,5,7.6,2.6,0.32,Graduate
1,1,4,2,1,1,1,22,28,10,10,1,0,0,1,0,0,19,0,0,10.8,1.4,1.74,Dropout
1,1,2,12,1,1,1,19,24,1,1,1,0,0,1,0,1,20,7,7,9.4,-0.8,-3.12,Dropout
1,1,3,12,1,1,1,23,14,9,9,1,0,1,1,0,1,18,7,8,15.5,2.8,-4.06,Graduate
1,16,1,17,0,16,1,13,27,6,10,0,0,0,0,0,0,22,7,5,8.9,1.4,3.51,Dropout
1,8,4,6,1,1,1,13,26,12,8,1,0,0,1,0,0,20,4,5,7.6,2.6,0.32,Graduate
1,15,1,4,1,14,1,23,28,7,7,0,0,0,1,0,0,19,6,6,12.4,0.5,1.79,Graduate
1,1,5,12,1,1,1,1,14,7,8,1,0,0,1,0,1,19,7,7,12.4,0.5,1.79,Graduate
1,1,1,12,1,1,1,13,14,10,8,0,0,0,1,0,1,19,6,7,15.5,2.8,-4.06,Graduate
1,9,1,12,1,1,1,23,27,10,8,1,0,0,1,0,0,19,8,8,9.4,-0.8,-3.12,Graduate
1,1,1,5,1,1,1,3,28,2,10,1,0,0,0,0,0,19,0,0,10.8,1.4,1.74,Dropout
1,1,1,12,1,1,1,23,14,10,6,0,0,0,1,0,0,20,6,7,13.9,-0.3,0.79,Graduate
1,8,1,12,1,1,1,13,28,6,10,1,0,0,1,0,1,20,6,6,7.6,2.6,0.32,Graduate
1,1,3,14,1,1,1,1,1,6,6,0,0,0,1,0,0,20,5,5,7.6,2.6,0.32,Graduate
1,13,1,12,1,1,1,1,14,5,9,1,0,0,1,0,0,21,7,8,15.5,2.8,-4.06,Graduate
1,15,1,4,1,14,1,22,28,10,10,0,0,1,1,0,1,19,6,5,15.5,2.8,-4.06,Graduate
1,1,1,15,1,1,1,23,27,10,10,0,0,0,1,0,1,19,6,6,16.2,0.3,-0.92,Graduate
1,1,2,14,1,1,1,22,28,10,10,0,0,0,1,0,1,21,5,4,9.4,-0.8,-3.12,Graduate
1,12,1,12,1,3,1,3,27,3,11,0,0,0,1,0,0,28,7,8,15.5,2.8,-4.06,Graduate
1,1,1,10,1,1,1,22,28,10,10,1,0,1,0,0,1,19,5,5,10.8,1.4,1.74,Graduate
1,1,1,9,1,1,1,22,27,10,7,0,0,0,1,0,1,18,5,5,12.4,0.5,1.79,Graduate
5,8,5,12,1,1,1,22,28,6,9,1,0,0,1,0,1,18,7,7,12.7,3.7,-1.7,Graduate
1,1,3,12,1,1,1,13,27,8,8,1,0,0,1,0,1,18,8,8,9.4,-0.8,-3.12,Graduate
1,13,1,12,1,1,1,1,2,10,4,1,0,0,1,0,0,22,7,7,12.7,3.7,-1.7,Graduate
1,1,1,12,1,1,1,13,1,10,6,0,0,0,1,0,1,18,7,8,13.9,-0.3,0.79,Graduate
1,8,1,11,1,1,1,22,27,6,7,0,0,0,0,0,0,20,0,0,15.5,2.8,-4.06,Dropout
1,15,1,2,1,14,1,22,27,6,7,0,0,0,0,0,0,26,4,3,12.4,0.5,1.79,Dropout
1,1,3,5,1,1,1,22,28,10,10,1,0,0,1,0,1,18,6,6,10.8,1.4,1.74,Graduate
1,1,1,11,1,1,1,1,28,5,10,1,0,0,1,0,1,21,6,3,10.8,1.4,1.74,Dropout
1,8,4,12,1,1,1,23,27,4,4,1,0,0,1,0,0,18,7,7,10.8,1.4,1.74,Graduate
1,1,1,6,1,1,1,13,14,5,7,1,0,0,1,0,0,20,6,6,15.5,2.8,-4.06,Graduate
1,1,6,12,1,1,1,23,14,6,7,1,0,0,1,0,0,18,7,7,15.5,2.8,-4.06,Graduate
1,1,1,14,1,1,1,1,1,3,3,1,0,0,1,0,0,20,4,4,7.6,2.6,0.32,Dropout
1,1,1,16,1,1,1,13,14,10,6,0,0,1,1,0,1,18,6,6,12.7,3.7,-1.7,Graduate
1,1,2,3,0,1,1,13,9,1,1,1,0,0,1,0,0,22,5,5,7.6,2.6,0.32,Graduate
1,16,1,17,0,1,1,13,28,6,8,0,0,0,1,0,0,21,4,5,8.9,1.4,3.51,Graduate
1,1,1,12,1,1,1,13,14,5,5,0,0,0,1,0,0,18,7,7,12.7,3.7,-1.7,Graduate
1,1,1,5,1,1,1,10,14,5,6,0,1,0,1,0,1,18,6,6,8.9,1.4,3.51,Graduate
1,8,1,2,1,1,1,22,27,10,2,1,0,0,1,0,0,19,0,0,15.5,2.8,-4.06,Dropout
1,1,3,12,1,1,1,1,27,8,8,1,0,0,1,0,0,19,7,7,10.8,1.4,1.74,Graduate
1,8,1,11,1,1,1,23,27,10,8,1,0,0,0,0,0,19,3,1,10.8,1.4,1.74,Dropout
1,7,4,11,1,1,1,23,27,10,8,1,0,0,1,0,1,21,6,6,8.9,1.4,3.51,Graduate
1,1,2,15,1,1,14,1,27,10,8,0,0,0,1,0,1,20,5,5,15.5,2.8,-4.06,Graduate
1,1,1,9,1,1,1,13,14,4,10,1,0,0,1,0,1,20,5,5,11.1,0.6,2.02,Graduate
1,12,1,17,0,12,1,22,27,10,10,0,0,0,1,0,0,41,5,5,7.6,2.6,0.32,Graduate
1,8,3,12,1,1,1,23,1,10,6,1,0,0,1,0,0,18,7,7,10.8,1.4,1.74,Graduate
4,12,1,3,0,1,1,22,27,4,5,0,0,0,1,0,1,35,6,6,15.5,2.8,-4.06,Graduate
1,12,1,12,1,1,1,22,27,10,10,0,0,1,0,0,0,32,4,0,16.2,0.3,-0.92,Dropout
1,12,1,3,0,15,1,13,27,6,10,0,0,0,1,0,0,37,11,8,12.4,0.5,1.79,Graduate
2,12,2,9,1,3,1,3,27,10,10,0,0,0,1,0,0,30,7,7,12.7,3.7,-1.7,Dropout
1,14,2,15,1,1,1,13,14,1,1,0,0,0,1,1,0,23,6,5,7.6,2.6,0.32,Graduate
1,8,2,15,1,1,1,3,1,3,8,1,0,0,1,0,1,20,6,6,15.5,2.8,-4.06,Dropout
1,1,1,14,1,1,1,13,27,6,8,0,0,0,1,1,0,21,4,4,9.4,-0.8,-3.12,Graduate
1,1,1,9,1,1,1,23,14,6,8,0,0,0,1,1,0,19,5,5,12.4,0.5,1.79,Graduate
1,8,4,12,1,1,1,1,14,5,4,1,0,0,1,1,1,18,7,7,10.8,1.4,1.74,Graduate
1,13,1,7,1,1,1,19,24,1,1,0,0,0,1,1,0,18,1,1,10.8,1.4,1.74,Dropout
1,9,1,14,1,1,1,1,27,10,10,1,0,0,1,1,0,22,4,4,12.7,3.7,-1.7,Graduate
1,8,4,11,1,1,1,13,1,6,6,1,0,0,1,1,0,18,4,3,16.2,0.3,-0.92,Dropout
1,7,2,10,1,1,1,22,27,6,7,1,0,0,1,0,0,18,6,5,9.4,-0.8,-3.12,Graduate
1,1,2,5,1,1,17,2,1,10,2,1,0,0,1,1,0,21,5,5,16.2,0.3,-0.92,Graduate
4,12,1,12,1,1,1,22,27,10,10,0,0,1,1,0,0,38,3,2,16.2,0.3,-0.92,Dropout
1,9,1,13,1,1,1,23,27,10,10,0,0,0,1,0,1,19,7,8,12.7,3.7,-1.7,Graduate
6,12,1,12,1,1,1,22,27,10,10,0,0,0,1,0,0,36,4,3,16.2,0.3,-0.92,Dropout
1,7,1,6,1,1,1,1,1,10,10,1,0,0,1,0,0,18,4,4,12.7,3.7,-1.7,Graduate
1,1,3,12,1,1,1,13,14,6,6,1,0,0,1,0,0,19,7,6,12.4,0.5,1.79,Graduate
1,17,1,6,1,16,1,13,28,10,10,0,0,1,0,0,0,21,8,5,8.9,1.4,3.51,Dropout
1,1,1,10,1,1,1,13,14,10,10,0,0,0,1,0,1,18,5,6,16.2,0.3,-0.92,Graduate
1,8,1,9,1,1,1,22,27,10,8,1,0,0,1,0,0,20,1,1,7.6,2.6,0.32,Dropout
1,8,1,11,1,1,1,13,1,6,8,1,0,1,1,0,0,18,6,4,13.9,-0.3,0.79,Graduate
1,1,1,14,1,1,1,1,14,5,5,0,0,0,1,0,1,18,6,6,11.1,0.6,2.02,Graduate
1,4,2,8,1,3,1,19,24,1,1,0,0,0,1,0,0,25,0,0,10.8,1.4,1.74,Dropout
1,1,6,12,1,1,1,1,1,5,5,1,0,0,1,0,0,19,7,7,10.8,1.4,1.74,Graduate
1,1,1,2,1,1,1,13,14,8,8,1,0,0,1,0,1,18,0,0,13.9,-0.3,0.79,Graduate
1,4,1,11,1,15,1,1,1,4,7,0,0,0,1,0,0,39,13,12,13.9,-0.3,0.79,Graduate
2,12,1,4,1,1,1,23,27,10,10,0,0,0,1,0,0,29,18,13,15.5,2.8,-4.06,Graduate
1,4,1,5,1,3,1,22,2,10,4,0,0,0,0,0,0,23,2,0,10.8,1.4,1.74,Dropout
1,13,1,16,1,1,1,1,27,6,6,1,0,0,1,0,0,21,4,3,12.7,3.7,-1.7,Dropout
1,1,1,10,1,1,1,1,14,5,5,0,0,0,0,0,0,18,6,6,10.8,1.4,1.74,Graduate
1,4,1,6,1,15,1,1,14,6,6,1,0,0,1,0,0,23,6,6,12.4,0.5,1.79,Graduate
1,1,1,8,1,1,1,1,14,5,5,0,0,0,1,0,0,18,6,6,11.1,0.6,2.02,Graduate
2,12,1,3,0,12,1,22,27,5,9,0,0,0,1,0,0,32,5,6,9.4,-0.8,-3.12,Graduate
2,12,2,9,1,1,1,13,27,10,8,0,0,1,0,0,0,29,3,2,10.8,1.4,1.74,Dropout
1,1,6,10,1,1,1,1,28,32,35,1,0,1,1,0,1,20,5,4,8.9,1.4,3.51,Graduate
1,12,1,10,1,1,1,19,24,1,1,1,0,0,0,0,0,28,1,0,9.4,-0.8,-3.12,Dropout
1,4,1,9,1,3,1,23,28,2,10,0,0,0,1,0,0,27,3,4,10.8,1.4,1.74,Graduate
1,14,2,12,1,1,1,22,24,12,1,0,0,1,1,0,0,22,12,12,7.6,2.6,0.32,Graduate
1,4,1,3,0,3,1,22,28,1,6,0,0,0,0,0,0,28,1,0,12.7,3.7,-1.7,Dropout
2,12,1,4,1,1,1,22,27,10,10,0,0,1,0,0,0,43,4,4,8.9,1.4,3.51,Dropout
1,14,1,13,1,1,1,22,27,10,10,1,0,0,0,0,0,32,0,0,10.8,1.4,1.74,Dropout
4,12,1,12,1,12,1,23,1,10,5,0,0,0,1,0,1,35,8,8,9.4,-0.8,-3.12,Graduate
1,1,1,14,1,1,1,22,27,1,1,1,0,0,1,0,0,21,3,4,7.6,2.6,0.32,Graduate
1,1,1,12,1,1,1,3,28,4,8,0,0,0,1,0,1,18,7,8,16.2,0.3,-0.92,Graduate
1,8,4,10,1,1,1,13,14,6,9,1,0,0,1,0,0,18,5,4,16.2,0.3,-0.92,Graduate
1,15,1,3,0,14,1,13,27,8,7,1,0,0,1,0,0,22,6,6,12.4,0.5,1.79,Graduate
1,1,2,12,1,1,1,1,1,5,11,1,0,0,1,0,0,19,7,7,10.8,1.4,1.74,Graduate
1,9,2,9,1,1,1,13,28,10,8,1,0,0,1,0,1,18,5,5,13.9,-0.3,0.79,Graduate
1,1,2,2,1,1,1,24,1,4,5,1,0,1,1,0,0,19,0,0,12.4,0.5,1.79,Dropout
1,1,1,12,1,1,1,13,1,10,6,0,0,0,1,0,1,18,7,8,11.1,0.6,2.02,Graduate
2,12,1,17,0,12,1,13,29,6,4,0,0,1,0,0,0,31,0,0,16.2,0.3,-0.92,Dropout
2,12,1,3,0,12,1,1,14,2,6,0,0,1,1,0,1,33,5,6,9.4,-0.8,-3.12,Graduate
1,1,3,12,1,1,1,13,28,8,8,1,0,0,1,0,1,19,8,8,9.4,-0.8,-3.12,Graduate
1,8,1,10,1,1,1,23,28,8,8,1,0,0,1,0,1,18,6,6,12.7,3.7,-1.7,Graduate
1,1,1,9,1,1,1,7,14,5,4,0,0,0,1,0,0,23,3,5,7.6,2.6,0.32,Graduate
1,8,1,10,1,1,1,23,28,6,8,1,0,0,1,0,0,20,5,6,9.4,-0.8,-3.12,Graduate
1,1,5,12,1,1,1,23,28,5,9,1,0,0,1,0,0,18,8,8,9.4,-0.8,-3.12,Graduate
1,1,1,10,1,1,1,13,28,6,7,0,0,0,1,0,1,22,5,5,12.7,3.7,-1.7,Graduate
1,1,1,10,1,1,1,1,14,5,5,1,0,1,1,0,0,20,6,6,9.4,-0.8,-3.12,Graduate
1,4,1,12,1,3,1,13,28,5,11,1,0,0,1,0,0,23,6,6,7.6,2.6,0.32,Graduate
1,8,2,15,1,1,1,3,1,5,6,1,0,0,1,0,0,19,6,6,16.2,0.3,-0.92,Graduate
1,8,6,12,1,1,1,1,27,2,2,1,0,0,1,0,0,19,7,7,10.8,1.4,1.74,Graduate
1,12,1,17,0,1,1,13,28,8,5,0,0,0,1,0,0,26,2,3,10.8,1.4,1.74,Dropout
1,1,6,12,1,1,1,1,27,5,4,1,0,0,1,0,0,18,7,8,16.2,0.3,-0.92,Graduate
1,9,1,7,1,1,1,1,27,8,8,1,0,0,1,1,0,18,1,0,9.4,-0.8,-3.12,Dropout
1,15,1,4,1,14,1,23,27,10,10,1,0,0,1,1,0,20,6,6,16.2,0.3,-0.92,Graduate
1,1,1,14,1,1,1,3,1,5,5,0,0,0,1,1,0,19,0,0,15.5,2.8,-4.06,Dropout
1,14,1,17,0,1,1,22,27,10,10,0,0,0,0,1,0,32,5,4,10.8,1.4,1.74,Dropout
2,12,1,8,1,1,1,13,14,5,5,0,0,0,0,1,0,31,2,3,9.4,-0.8,-3.12,Dropout
1,13,1,6,1,14,1,13,3,10,2,1,0,0,1,0,0,21,5,5,16.2,0.3,-0.92,Graduate
2,14,1,17,0,1,1,22,27,5,10,0,0,0,0,0,0,31,4,1,12.7,3.7,-1.7,Dropout
2,12,1,16,1,1,1,22,27,6,6,0,0,0,1,0,0,34,1,1,16.2,0.3,-0.92,Dropout
1,1,1,10,1,1,1,13,14,10,10,0,0,0,1,0,1,18,6,6,11.1,0.6,2.02,Graduate
1,1,3,10,1,1,1,13,14,10,10,1,0,1,1,0,0,19,0,0,12.4,0.5,1.79,Dropout
1,1,2,16,1,1,1,23,27,6,4,1,0,0,0,0,0,18,3,5,9.4,-0.8,-3.12,Dropout
1,1,1,11,1,1,1,13,29,5,9,1,0,0,1,0,0,20,6,6,11.1,0.6,2.02,Graduate
1,14,1,15,1,1,1,23,27,10,6,1,0,0,1,0,0,20,6,6,15.5,2.8,-4.06,Graduate
1,8,3,14,1,1,1,23,28,8,9,1,1,0,1,0,1,18,5,5,11.1,0.6,2.02,Graduate
1,1,1,10,1,1,1,23,28,8,9,1,0,0,1,0,0,19,4,6,7.6,2.6,0.32,Graduate
4,12,1,8,1,1,1,3,1,6,6,1,0,0,1,0,1,30,0,1,11.1,0.6,2.02,Dropout
1,8,1,10,1,1,1,13,28,6,6,1,0,0,1,0,0,19,6,6,11.1,0.6,2.02,Graduate
1,1,3,13,1,1,1,23,27,8,8,1,0,0,1,0,0,19,7,8,12.7,3.7,-1.7,Graduate
1,1,4,12,1,1,1,1,27,5,8,1,0,0,1,0,1,19,7,7,12.7,3.7,-1.7,Graduate
1,1,1,6,1,1,1,13,28,10,10,1,0,0,1,0,0,19,6,6,12.4,0.5,1.79,Graduate
1,1,3,10,1,1,1,1,1,4,4,1,0,0,1,0,0,20,5,6,7.6,2.6,0.32,Graduate
1,13,1,7,1,1,1,13,27,10,4,0,0,1,1,1,0,25,0,2,13.9,-0.3,0.79,Dropout
1,1,2,15,1,1,1,13,14,10,10,0,0,0,1,1,0,19,0,0,12.4,0.5,1.79,Dropout
2,12,1,16,1,1,1,22,14,8,4,0,0,1,1,0,1,34,6,6,9.4,-0.8,-3.12,Graduate
1,9,2,12,1,1,1,23,27,10,6,1,0,0,1,0,1,18,7,7,12.7,3.7,-1.7,Graduate
1,1,6,12,1,1,1,1,1,5,6,1,0,0,1,0,1,18,8,8,9.4,-0.8,-3.12,Graduate
1,1,1,14,1,1,1,23,28,10,11,0,0,0,1,0,0,20,6,5,11.1,0.6,2.02,Graduate
1,8,2,12,1,1,1,13,27,10,8,1,0,0,1,0,1,20,7,7,10.8,1.4,1.74,Graduate
1,12,1,14,1,1,1,22,27,7,7,0,0,0,1,0,0,28,1,0,10.8,1.4,1.74,Dropout
1,14,1,9,1,1,1,13,28,10,10,1,0,0,1,0,0,19,5,4,16.2,0.3,-0.92,Graduate
2,1,1,9,1,1,1,23,27,10,9,1,0,0,1,0,0,34,2,4,7.6,2.6,0.32,Dropout
2,16,1,16,1,1,1,22,27,8,9,0,0,0,1,0,0,35,0,0,8.9,1.4,3.51,Dropout
1,4,1,17,0,15,1,22,27,10,8,0,0,0,1,0,0,32,5,5,12.4,0.5,1.79,Graduate
1,8,2,11,1,1,1,13,14,5,8,1,0,0,1,0,0,19,6,6,11.1,0.6,2.02,Graduate
1,8,5,14,1,1,1,1,14,10,8,1,0,0,1,0,0,18,4,5,11.1,0.6,2.02,Graduate
2,12,1,9,1,1,1,22,27,10,10,0,0,0,0,0,0,35,4,5,9.4,-0.8,-3.12,Dropout
1,8,1,10,1,1,1,13,27,10,10,1,0,0,1,0,1,20,6,6,13.9,-0.3,0.79,Graduate
1,1,3,15,1,1,4,13,14,5,10,1,0,0,1,1,1,18,6,6,16.2,0.3,-0.92,Graduate
1,1,3,12,1,1,1,23,14,8,10,1,0,0,1,1,1,20,7,7,10.8,1.4,1.74,Graduate
1,8,5,11,1,1,1,1,14,5,8,1,0,0,0,1,0,18,0,0,9.4,-0.8,-3.12,Dropout
1,1,1,7,1,1,1,13,14,5,5,0,0,0,1,1,1,18,5,5,12.4,0.5,1.79,Graduate
1,1,1,14,1,1,1,13,27,6,8,0,0,0,1,1,1,20,4,4,9.4,-0.8,-3.12,Graduate
1,8,2,16,1,1,1,13,28,4,4,1,0,0,1,1,0,19,6,6,12.4,0.5,1.79,Dropout
1,1,1,10,1,1,1,13,1,10,10,0,0,0,1,1,0,19,6,6,10.8,1.4,1.74,Graduate
1,1,1,15,1,1,1,21,27,1,1,1,0,0,1,1,0,20,5,4,7.6,2.6,0.32,Graduate
1,1,1,12,1,1,1,13,14,10,8,1,0,0,1,1,0,22,6,7,11.1,0.6,2.02,Graduate
1,1,1,12,1,1,1,23,28,10,10,0,0,0,1,1,0,19,7,7,12.7,3.7,-1.7,Graduate
1,15,1,4,1,14,1,1,14,10,8,0,0,0,1,1,0,22,3,2,13.9,-0.3,0.79,Dropout
1,8,5,7,1,1,4,4,10,3,10,1,0,0,1,1,0,20,5,5,8.9,1.4,3.51,Graduate
2,12,1,4,1,1,1,1,31,10,4,0,0,1,0,1,0,34,0,0,12.4,0.5,1.79,Dropout
2,12,1,3,0,12,1,1,1,5,5,0,0,0,1,1,0,24,1,0,16.2,0.3,-0.92,Dropout
1,12,2,14,1,1,1,19,24,1,1,1,0,0,1,1,0,26,0,0,7.6,2.6,0.32,Dropout
1,12,1,12,1,1,1,22,27,10,7,0,0,0,1,1,0,35,4,5,12.4,0.5,1.79,Dropout
1,1,1,17,0,1,1,2,27,5,10,1,0,0,1,1,0,22,5,5,7.6,2.6,0.32,Graduate
1,8,1,9,1,1,1,1,14,4,5,0,0,0,1,1,0,19,3,0,8.9,1.4,3.51,Dropout
1,1,5,11,1,1,1,3,14,4,10,1,0,0,0,1,0,19,0,0,8.9,1.4,3.51,Dropout
1,15,1,2,1,14,1,3,3,3,3,0,0,1,1,1,0,20,0,0,15.5,2.8,-4.06,Graduate
1,16,1,14,1,1,1,3,3,2,11,0,0,1,1,1,0,21,10,8,11.1,0.6,2.02,Graduate
1,1,2,15,1,1,1,1,14,8,8,1,0,0,1,0,1,19,6,6,13.9,-0.3,0.79,Graduate
1,1,3,15,1,1,1,13,14,10,10,1,0,0,1,0,0,18,6,6,12.7,3.7,-1.7,Graduate
1,17,1,4,1,16,1,1,28,9,9,0,0,0,1,0,1,23,12,10,8.9,1.4,3.51,Graduate
1,8,3,9,1,1,1,13,28,6,8,1,0,0,1,0,1,18,5,5,12.7,3.7,-1.7,Graduate
1,9,1,12,1,1,1,22,28,6,8,1,0,0,1,0,0,18,7,7,12.7,3.7,-1.7,Graduate
1,1,3,12,1,1,1,23,28,10,10,1,0,0,1,0,0,19,7,7,10.8,1.4,1.74,Graduate
1,17,1,9,1,16,1,1,14,21,37,1,0,0,1,0,0,21,11,8,8.9,1.4,3.51,Graduate
1,1,1,6,1,1,1,22,27,10,7,1,0,0,1,0,1,18,6,6,15.5,2.8,-4.06,Graduate
1,1,1,15,1,1,1,23,27,10,6,1,0,0,1,0,1,24,6,6,10.8,1.4,1.74,Graduate
1,1,4,12,1,1,1,3,29,3,4,1,0,0,1,0,0,18,7,8,16.2,0.3,-0.92,Dropout
1,8,2,12,1,1,1,13,27,10,8,1,0,0,1,0,0,20,6,7,12.4,0.5,1.79,Graduate
1,1,5,15,1,1,1,19,28,1,9,1,0,0,0,0,1,18,3,3,7.6,2.6,0.32,Dropout
1,14,1,11,1,1,1,1,14,6,8,0,0,0,1,0,1,19,4,3,10.8,1.4,1.74,Dropout
1,8,2,16,1,1,1,1,28,5,9,1,0,0,1,0,0,19,5,5,10.8,1.4,1.74,Graduate
1,1,5,10,1,3,1,1,28,10,4,0,0,1,1,0,0,18,6,6,10.8,1.4,1.74,Graduate
1,1,5,12,1,1,1,23,28,10,10,1,0,0,1,0,1,18,8,8,9.4,-0.8,-3.12,Graduate
1,8,6,13,1,1,1,23,28,6,6,1,0,0,1,0,1,19,6,6,11.1,0.6,2.02,Graduate
1,1,2,12,1,1,1,22,27,10,10,1,0,0,1,0,0,18,6,6,7.6,2.6,0.32,Graduate
1,8,1,11,1,1,1,19,28,1,8,1,0,1,0,0,0,19,1,0,7.6,2.6,0.32,Dropout
1,1,4,12,1,1,1,1,1,4,4,1,0,0,1,0,0,21,7,8,12.4,0.5,1.79,Graduate
1,8,3,13,1,1,1,13,28,10,8,0,0,0,1,0,1,18,7,8,12.7,3.7,-1.7,Graduate
1,1,1,12,1,1,1,1,1,4,11,0,0,0,1,0,0,18,7,8,11.1,0.6,2.02,Graduate
1,1,1,8,1,1,1,3,1,2,4,0,0,0,0,0,0,23,0,1,10.8,1.4,1.74,Dropout
1,1,1,12,1,1,1,23,28,6,6,0,0,0,1,0,0,18,7,8,16.2,0.3,-0.92,Graduate
1,14,1,8,1,1,1,1,14,10,10,1,0,0,1,0,0,21,5,5,15.5,2.8,-4.06,Dropout
1,9,1,12,1,1,1,22,28,8,9,1,0,0,1,0,1,19,7,7,10.8,1.4,1.74,Graduate
1,15,1,10,1,1,1,22,27,7,10,0,0,0,1,0,1,21,6,6,13.9,-0.3,0.79,Graduate
1,1,5,15,1,1,1,13,14,10,10,1,0,0,1,0,0,18,5,4,10.8,1.4,1.74,Graduate
1,8,1,6,1,1,1,13,28,8,8,1,0,0,1,0,1,20,5,4,12.7,3.7,-1.7,Graduate
1,1,1,16,1,1,1,22,27,10,8,1,0,0,1,0,1,18,5,5,9.4,-0.8,-3.12,Graduate
1,8,1,5,1,1,1,1,1,5,9,1,0,1,0,0,1,18,6,6,12.7,3.7,-1.7,Dropout
1,1,3,6,1,1,1,1,3,5,5,1,0,0,1,0,0,18,6,6,8.9,1.4,3.51,Graduate
1,8,4,15,1,1,1,1,1,4,4,1,0,0,1,0,1,18,6,6,16.2,0.3,-0.92,Graduate
1,12,1,6,1,12,1,13,14,5,10,1,0,0,1,0,1,24,6,6,8.9,1.4,3.51,Graduate
1,1,1,2,1,1,1,1,1,4,4,1,0,0,1,0,0,19,0,0,10.8,1.4,1.74,Graduate
